wds_id,discov#,comp,first,last,obs,pa_first,pa_last,sep_first,sep_last,mag1,mag2,spectr,pm1_ra,pm1_dec,pm2_ra,pm2_dec,notes,coord_arcsec_2000,pm1,pm2,rPM,pri_source,sec_source,pri_plx,sec_plx,pri_e_plx,sec_e_plx,pri_gaia_gmag,sec_gaia_gmag,pri_gaia_pmra,pri_gaia_pmdec,sec_gaia_pmra,sec_gaia_pmdec,min_rad_sep_pc,min_rad_sep_au,min_rad_sep_ly
03170-5939,KPP 691,,1987,2015,6,348,347,6.2,6.2,11.0,12.2,,9.0,57.0,7.0,61.0,V,031701.14-593920.1,57.706152185014034,61.40032573203501,0.07749842582921286,4723796110942722944,4723796110942326016,15.0935,15.1479,0.011500000022351742,0.01269999984651804,10.600378,11.650604,9.916,56.468,9.275,59.498,0.1320985501492089,27247.281852048916,0.4308478461829954
19425+1726,STF2563,CD,1905,2015,10,105,118,8.6,7.4,9.37,11.5,A7,19.0,6.0,,,N W,194225.24+172643.9,19.924858845171276,-1.0,-1.0,1823998397932653952,1823998393579914112,10.0144,10.0363,0.0203000009059906,0.01489999983459711,8.505803,9.492992,26.122,10.034,28.311,11.199,0.13225706315287766,27279.9775060383,0.43136484645397144
10271+1804,STF1434,,1830,2019,122,270,282,6.1,6.5,9.49,9.68,G5,-120.0,-109.0,-120.0,-109.0,V,102708.41+180344.6,162.1141573089778,162.1141573089778,0.0,3890860179670959104,3890860183966486656,17.4983,17.4859,0.013700000010430813,0.015200000256299973,9.169405,9.216205,-124.81,-112.418,-123.979,-105.342,0.13499074670571076,27843.840214404292,0.44028092970813026
14143+3356,STF1818,AB,1831,2018,30,328,330,3.0,5.4,9.01,10.24,G2III,-108.0,29.0,-106.0,29.0,VW,141416.33+335541.8,111.8257573191436,109.89540481748998,0.0178849671841893,1478999686625786368,1478999755345263744,11.9479,11.9554,0.013299999758601189,0.01360000018030405,8.849545,10.185332,-107.902,28.848,-105.926,28.842,0.13581795374359729,28014.46391380019,0.4429789182191189
19118+2443,MRG 3,,1892,2020,24,145,145,4.9,5.4,9.98,10.35,A2,0.0,-4.0,1.0,-4.0,T,191152.47+244307.5,4.0,4.123105625617661,0.25,2023586142301327488,2023586146610763776,2.9342,2.9654,0.01600000075995922,0.014000000432133675,9.983138,10.288893,0.822,-4.461,0.521,-4.619,0.137816521138177,28426.69803021494,0.44949737323950795
09533-4614,KPP3799,AB,1902,2016,6,194,201,5.5,5.8,10.8,12.1,,-44.0,10.0,-44.0,9.0,TW,095318.00-461337.6,45.12205669071391,44.91102314577124,0.022162110358896814,5411331864359300224,5411331864357740800,11.6826,11.7268,0.01119999960064888,0.014100000262260437,10.263448,11.575098,-43.626,10.344,-43.811,8.971,0.1379904801484031,28462.57965175416,0.4500647516459733
20414-0835,HDO 159,,1868,2016,10,235,236,5.0,8.2,9.48,10.8,K0,0.0,-57.0,,,NU,204225.86-083826.6,57.0,-1.0,-1.0,6903444700303516160,6903444700303516800,16.3347,16.3339,0.01679999940097332,0.019300000742077827,9.301484,10.779743,-0.906,-56.09,-2.754,-60.572,0.13832234370407548,28531.0314237654,0.4511471457981164
00099+0827,STF 4,,1829,2020,92,272,276,5.5,5.2,9.51,9.6,G6V+G7V,55.0,-11.0,54.0,-10.0,V,000951.65+082711.4,56.089214649520635,54.91812087098393,0.02521364528296496,2752042939643758080,2752042939643757952,14.2322,14.2389,0.018699999898672104,0.016200000420212746,9.218209,9.2407,57.07,-11.62,58.866,-9.588,0.1391312769455908,28697.885882093393,0.4537855331567894
08378-3228,KPP 907,,1914,2021,8,231,235,6.7,7.3,10.4,12.7,,47.0,-39.0,45.0,-39.0,V,083746.81-322753.2,61.07372593840988,59.54829972383762,0.032747306133195646,5640209262808928896,5640209262808931456,5.5359,5.5543,0.01269999984651804,0.009999999776482582,10.155669,12.308876,46.094,-39.784,46.209,-39.843,0.1397778249398982,28831.245978868657,0.4558942906752227
16393+2627,TVB 3,,1895,2019,11,189,187,4.8,5.9,10.32,11.3,,22.0,-15.0,23.0,-18.0,,163917.32+262728.9,26.627053911388696,29.206163733020468,0.11876183038093588,1301475906457421824,1301475837737944832,5.98,6.0314,0.028999999165534973,0.01730000041425228,10.120931,11.298102,20.979,-14.177,20.776,-16.523,0.14112285790761803,29108.678943351344,0.46028120148183366
08317-1640,LDS 222,,1904,2018,10,257,257,7.4,6.8,10.91,11.05,K2V,-16.0,-77.0,-25.0,-82.0,V,083144.39-164049.2,78.64477096412705,85.72630868059116,0.13091309205647303,5709869234296702080,5709869234296700672,10.7669,10.781,0.014800000004470348,0.015799999237060547,10.412036,10.446489,-18.096,-79.907,-18.566,-80.225,0.14215907143396578,29322.413325594083,0.4636608779847804
04549+2057,LDS1194,AB,1896,2017,12,150,149,7.5,7.6,10.87,12.2,K0,54.0,-125.0,,,W,045501.03+205559.8,136.1653406708183,-1.0,-1.0,3411729197387772288,3411729197385863680,9.1747,9.1965,0.01720000058412552,0.016599999740719795,10.751183,12.215358,52.752,-125.245,55.259,-123.776,0.14221258036344864,29333.450334566354,0.4638354007709367
08385-2502,B 161,AB,1910,2020,17,311,317,9.3,8.3,9.23,10.78,F6IV/V,-23.0,-10.0,-21.0,-9.0,T,083832.83-250225.8,25.079872407968907,22.847319317591726,0.0891578689526865,5647441330595452160,5647441330599287424,9.129,9.1459,0.01600000075995922,0.013199999928474426,9.063967,10.648676,-22.908,-9.78,-20.973,-9.094,0.14727269497774387,30377.17389507206,0.48033928730523756
23332-3528,SKF1257,,1912,2016,8,6,5,8.2,8.2,10.3,11.7,G8,-110.0,-82.0,-113.0,-81.0,V,233310.70-352749.1,137.20058308913997,139.0323703315167,0.023048573037869894,6551292978718711168,6551292974423994624,8.6674,9.1717,0.39399999380111694,0.09809999912977219,10.148034,11.610563,-109.836,-71.894,-109.671,-78.636,0.14838334277229137,30606.261447223165,0.4839617359211246
10317-3840,SKF 419,AB,1907,2016,8,357,1,8.1,7.7,10.5,11.0,K7V+K7V,41.0,-54.0,40.0,-41.0,T,103140.69-384029.4,67.80117993073571,57.28001396647874,0.19230350893192513,5441277682006032896,5441277682002785408,23.3948,23.3946,0.014800000004470348,0.06849999725818634,10.047661,11.461863,34.854,-46.691,27.463,-45.547,0.15291508662895126,31541.000715778588,0.4987423075314075
09013+4843,ES 1083,,1897,2018,29,337,337,6.5,6.4,10.68,10.68,,-12.0,-15.0,-12.0,-16.0,T,090119.26+484236.2,19.209372712298546,20.0,0.052057920629535355,1015602127320674944,1015602127320674816,5.0034,5.0415,0.017999999225139618,0.016200000420212746,10.45734,10.596007,-12.09,-16.553,-11.57,-15.214,0.15455314076186255,31878.87363412579,0.5040849255563504
14491+2628,AG 346,,1895,2016,17,335,335,10.5,9.6,9.95,10.4,F5,-70.0,47.0,,,,144904.12+262739.6,84.31488599292535,-1.0,-1.0,1267652867201726080,1267652867201726208,6.3657,6.4028,0.014600000344216824,0.016200000420212746,9.750265,10.960074,-70.711,45.943,-69.078,45.426,0.15460718772183668,31890.021619853098,0.5042612031632681
09447-3857,FIN 144,,1906,2016,12,18,18,5.9,5.9,10.06,10.49,F8,-25.0,3.0,-24.0,5.0,T,094439.73-385641.6,25.179356624028344,24.515301344262525,0.08880560416567349,5431899741176188800,5431899741171843072,6.046,6.0772,0.012799999676644802,0.01269999984651804,10.040326,10.361764,-24.69,3.256,-24.911,4.632,0.15512910071285546,31997.67390182343,0.505963455669608
20596+0842,SKF2096,,1898,2016,12,104,109,8.8,9.2,10.4,10.8,K:,-3.0,-37.0,-3.0,-41.0,V,205934.01+084207.1,37.12142238654117,41.10960958218893,0.10775449168807306,1738269854212128512,1738269854213155712,18.0652,18.042,0.014100000262260437,0.014600000344216824,10.289339,10.624498,-5.43,-34.76,-3.511,-41.361,0.15924017876276508,32845.64461925473,0.5193719989223013
21435-5754,HJ 5286,,1834,2016,14,92,87,6.0,8.1,9.04,10.9,F7/8V,-53.0,1.0,-38.0,3.0,,214327.21-575349.9,53.009433122794285,38.118237105091836,0.2854726990829564,6458794123491724544,6458794226570939264,9.4301,9.4444,0.014700000174343586,0.013799999840557575,8.851241,10.556516,-40.214,1.171,-39.801,0.338,0.15942493711533245,32883.75376504957,0.5199746000725642
10290-5848,COO 104,,1893,2016,16,282,280,5.5,5.1,9.9,9.93,G8V,110.0,-87.0,115.0,-88.0,,102858.86-584738.5,140.24621207005913,144.80676779764127,0.03635762733502992,5255388783050603136,5255388783050605824,15.506,15.4884,0.011500000022351742,0.00989999994635582,9.632053,9.657725,117.468,-85.832,116.343,-87.238,0.16237306219036896,33491.84821244418,0.5295900980278623
04208+0628,HJ 2226,,1831,2016,16,356,0,10.0,9.3,10.3,11.3,,22.0,-12.0,20.0,-10.0,,042048.50+062825.4,25.059928172283335,22.360679774997898,0.11286652959662008,3285279484676504192,3285279553397114112,9.1694,9.203,0.026799999177455902,0.020600000396370888,9.870322,11.47124,19.913,-12.445,22.845,-12.778,0.16342348134335793,33708.512715513694,0.5330161070880941
13562+2348,POU3154,,1899,2016,13,201,203,8.1,8.1,10.0,12.2,K2,39.0,-83.0,33.0,-90.0,,135609.10+234804.5,91.706052144883,95.85927185202274,0.10053365335940173,1257706375778872576,1257706375778872448,16.8072,16.7977,0.01730000041425228,0.022700000554323196,10.467476,11.649592,38.426,-85.196,32.403,-86.372,0.17538825699993055,36176.42484810662,0.572039985971506
15494-7937,HJ 4787,,1835,2016,23,305,302,12.5,10.0,9.27,10.15,G4V+G4V,-24.0,-53.0,-31.0,-40.0,NV,154922.18-793724.7,58.180752831155424,50.60632371551998,0.253775043150128,5778545142886635776,5778545039807420800,7.7061,7.742,0.013299999758601189,0.01209999993443489,8.983414,9.850277,-27.156,-50.89,-26.424,-49.7,0.1759672676866728,36295.85437522251,0.5739284662539774
17523+6414,KR 47,,1890,2017,22,206,202,7.3,7.6,9.5,10.66,,39.0,-45.0,41.0,-43.0,V,175217.19+641416.3,59.54829972383762,59.413803110051795,0.0474980333252731,1439982343984052096,1439982348280227072,9.0236,9.0315,0.011300000362098217,0.010999999940395355,9.367686,10.602943,38.415,-44.13,40.02,-43.692,0.17668860434363864,36444.640741010495,0.5762811517654802
08034-1312,STF1178,,1831,2020,30,330,330,4.8,5.2,9.26,9.36,K0III+,-12.0,-18.0,-10.0,-14.0,,080323.89-131213.3,21.633307652783937,17.204650534085253,0.20672455764868075,5726093696598671872,5726093696598671744,15.394,15.3831,0.015599999576807022,0.015399999916553497,9.088047,9.158021,-15.365,-14.68,-15.111,-12.925,0.17693501138290912,36495.46584122354,0.5770848240392039
01448+7200,KPP 668,,1999,2016,8,111,111,6.0,6.0,11.0,12.9,,35.0,8.0,36.0,6.0,V,014446.90+715938.7,35.90264614203248,36.49657518178932,0.0622814254039606,534364785702331776,534364751342593536,6.4254,6.4398,0.010700000450015068,0.011099999770522118,10.80376,12.513236,36.205,6.801,35.22,6.069,0.17884870084878912,36890.192628120385,0.583326444281865
08527+2827,STF1288,,1828,2016,36,260,259,7.5,7.7,10.16,10.17,G0,-48.0,30.0,-49.0,30.0,T,085245.13+282729.2,56.60388679233962,57.4543296888929,0.017666631333439334,704994524881597184,704994524881597056,8.1793,8.2034,0.018799999728798866,0.017400000244379044,9.850712,9.855002,-46.744,29.103,-45.666,29.366,0.1803019474392329,37189.946254527524,0.5880663007205484
00270+6430,MLB 277,,1901,2016,16,70,72,6.7,6.7,10.14,10.6,,-23.0,6.0,,,,002659.68+643032.3,23.769728648009426,-1.0,-1.0,527224900791865472,527224694633435136,9.5908,9.5954,0.011099999770522118,0.010099999606609344,9.906591,10.794137,-25.094,0.308,-24.464,-0.171,0.18036205842119557,37202.34503457538,0.5882623565219279
02529+1040,AG 56,,1893,2020,39,289,290,6.8,6.9,9.6,9.7,G5,44.0,-15.0,44.0,-15.0,NV,025252.93+104007.6,46.486557196677836,46.486557196677836,0.0,22136158364370304,22136158364657792,7.3168,7.3469,0.018400000408291817,0.021400000900030136,9.456789,9.662223,43.442,-15.261,44.457,-15.788,0.18051885095152898,37234.68581546559,0.5887737453593938
17105+6322,HO 558,,1896,2016,13,209,209,8.8,8.2,11.0,11.5,,14.0,-38.0,9.0,-40.0,,171017.07+632141.0,40.496913462633174,41.0,0.1329771665710632,1631096160885448192,1631096156590384000,10.4643,10.4763,0.016300000250339508,0.01549999974668026,11.248239,11.972966,14.461,-38.853,14.036,-37.159,0.18059850261384724,37251.11515016093,0.5890335343360021
19581+5355,ARG 35,,1901,2018,27,227,227,7.4,7.4,9.0,9.92,G5,30.0,29.0,25.0,29.0,N,195804.03+535529.8,41.72529209005013,38.28837943815329,0.11983139600818532,2137673878276481920,2137673873976468096,7.4618,7.5065,0.021800000220537186,0.01269999984651804,8.870973,9.773562,26.527,23.659,26.979,25.929,0.18188107165178735,37515.66400427017,0.5932167150518641
12567+0701,STF1693,,1828,2016,37,335,332,8.4,8.7,9.88,10.51,G,2.0,-36.0,3.0,-30.0,NV,125640.32+070111.8,36.05551275463989,30.14962686336267,0.16870547845739467,3706456725186224000,3706456725186840704,4.1624,4.2079,0.01769999973475933,0.02459999918937683,9.73127,10.317244,3.967,-32.802,4.51,-32.323,0.18299719894613986,37745.88178438688,0.5968570354058321
16355+4741,STF2072,,1830,2020,40,185,179,5.1,5.1,9.8,10.59,G0,-25.0,17.0,-25.0,11.0,,163533.34+474059.1,30.23243291566195,27.313000567495326,0.19846236049668675,1410303570213098240,1410302818594624128,7.829,7.8473,0.012199999764561653,0.017400000244379044,9.575991,10.316374,-21.943,14.577,-21.503,14.604,0.1840516423452243,37963.376347797566,0.6002961698013594
19072-5842,TOI1110,,1998,2015,3,81,81,8.9,8.9,10.0,11.9,F5V,4.0,-7.0,4.0,-8.0,R,190710.03-584150.0,8.06225774829855,8.94427190999916,0.12403473458920847,6633448315749609472,6633448311454447232,4.1839,4.2151,0.019999999552965164,0.014600000344216824,10.004029,11.857414,3.708,-6.994,3.703,-8.099,0.19254202640127005,39714.64377008128,0.627988098892798
05195+1250,KPP 670,,1997,2016,10,207,207,6.0,6.0,10.5,12.9,,34.0,-2.0,34.0,-3.0,V,051928.92+125029.6,34.058772731852805,34.132096331752024,0.029361010975735173,3387793069768851584,3387793065473686912,10.1514,10.2028,0.016699999570846558,0.014700000174343586,10.170334,12.269468,33.916,-0.664,35.356,-1.46,0.19306208559261506,39821.91367842108,0.6296843051132719
03549-1426,GAL 360,,1901,2019,10,304,298,6.2,5.8,10.32,10.6,,49.0,6.0,,,N,035457.12-142702.9,49.36598018878993,-1.0,-1.0,5110662129034491904,5110662129034492032,8.0895,8.1135,0.01600000075995922,0.020800000056624413,10.11632,11.192105,28.248,16.598,27.407,15.248,0.19513570688579307,40249.628772688295,0.6364475532106644
15429-2613,B 297,AB,1912,2016,11,259,256,7.2,7.7,10.12,12.5,G0,-46.0,-43.0,-57.0,-54.0,W,154251.68-261310.3,62.96824596572466,78.5175139698144,0.24705069908683483,6234968083316890112,6234968087616423424,6.0521,6.0912,0.01640000008046627,0.01549999974668026,9.897705,12.030236,-52.393,-43.909,-52.817,-45.224,0.19527867920507447,40279.118930423574,0.6369138665483702
01561+6035,AG 301,,1877,2016,21,270,262,8.5,8.6,9.33,10.11,G0,87.0,-46.0,82.0,-49.0,NV,015607.03+603451.4,98.41239759298622,95.524865872714,0.059250176171511834,508207885117154816,508207782037940608,8.5488,8.5662,0.018200000748038292,0.01360000018030405,9.126347,9.812124,88.738,-47.491,86.966,-47.965,0.19653304924230497,40537.85132311509,0.6410050744249653
11555+0333,STF1580,AB,1828,2016,40,261,262,8.8,8.7,9.34,10.01,A9V,-4.0,-3.0,-3.0,-2.0,T,115529.73+033236.0,5.0,3.605551275463989,0.282842712474619,3893170773293535488,3893170773291994624,5.5831,5.6396,0.023399999365210533,0.026499999687075615,9.17808,9.833904,-3.895,-3.446,-3.31,-2.133,0.20972460832376782,43258.805701150144,0.6840301856894287
15202+3042,STF1935,,1832,2021,46,290,289,8.4,8.6,9.91,10.19,G5,-11.0,-14.0,-11.0,-14.0,,152013.27+304144.2,17.804493814764857,17.804493814764857,0.0,1276863819706241792,1276863819706242560,5.2059,5.3484,0.13330000638961792,0.015300000086426735,9.698557,9.954373,-6.89,-18.712,-9.477,-15.203,0.21422708537104995,44187.50825693979,0.6987153017343719
09203-0822,AG 339,,1893,2016,27,19,28,3.7,6.1,9.21,9.78,G0,-19.0,4.0,-21.0,5.0,T,092016.54-082233.0,19.4164878389476,21.587033144922902,0.11516335992621968,5744680768862271872,5744680768862271616,4.3964,4.4197,0.01360000018030405,0.014000000432133675,9.020941,9.782597,-20.119,4.823,-19.637,3.844,0.22131711834055068,45649.932533679385,0.7218398964466183
02016+2405,STF 200,,1832,2018,43,124,124,8.0,8.1,9.55,10.29,G0,-46.0,-29.0,-46.0,-28.0,V,020136.23+240522.3,54.378304497290095,53.85164807134504,0.018389687012948967,104101520399665280,104101520399665408,9.8491,9.9052,0.014800000004470348,0.019700000062584877,9.32061,9.983165,-44.883,-28.778,-45.766,-27.984,0.22151668757921072,45691.09664402448,0.7224908042464688
11566-0514,STF3076,,1831,2017,24,51,55,5.4,6.1,10.28,10.66,,83.0,-96.0,86.0,-95.0,T,115638.72-051336.7,126.90547663517127,128.14444974324874,0.024918370302168417,3599085600803151744,3599085703882366976,11.0942,11.0958,0.014999999664723873,0.014100000262260437,9.971933,10.498433,81.421,-95.306,82.678,-94.689,0.22337960482541064,46075.350908866276,0.7285668276565349
08219-0139,WZ 12,,1892,2016,13,155,155,7.9,8.0,9.5,11.4,F8,19.0,-58.0,,,,082151.90-013849.0,61.032778078668514,-1.0,-1.0,3070254932005670144,3070254936300843264,8.9584,9.0339,0.01640000008046627,0.040699999779462814,9.45285,11.238406,19.97,-58.167,19.9,-57.24,0.22797057530995346,47022.30654634664,0.7435405706909646
06327-6617,HJ 3880,,1835,2016,12,82,82,2.0,5.0,10.83,11.19,G5,-15.0,42.0,-16.0,44.0,T,063241.66-661615.4,44.598206241955516,46.8187996428785,0.05013806979968224,5283631079209734144,5283631079203118976,6.921,6.9344,0.013399999588727951,0.010999999940395355,10.654846,10.826724,-16.226,42.829,-15.963,43.733,0.22912071358285857,47259.53959436478,0.7472918200206058
13029-6328,NZO 35,,1905,2016,13,170,173,3.0,7.1,10.42,11.12,K0,-123.0,-28.0,-121.0,-27.0,NTW,130255.60-632758.4,126.14673994994877,123.97580409095961,0.01772592758550078,5862364144114682112,5862363388206349312,14.0182,13.9964,0.012299999594688416,0.011500000022351742,10.076491,10.661509,-123.231,-27.497,-121.129,-27.493,0.23239796758929288,47935.52175702448,0.7579807929765688
15498+4349,ES 1554,,1895,2020,21,2,3,3.4,5.0,11.0,11.2,,-91.0,0.0,,,,154951.07+435042.1,91.0,-1.0,-1.0,1396388773823907584,1396388773823564416,13.2164,13.1965,0.01080000028014183,0.010499999858438969,10.398252,10.96057,-91.167,23.607,-89.606,25.5,0.23621976101119913,48723.82323671039,0.7704458159652751
14188-2027,ARA 696,,1917,2016,9,345,343,9.4,9.3,10.7,11.5,G8/K0III:,68.0,-33.0,64.0,-24.0,,141848.56-202712.8,75.58438992278762,68.35202996254024,0.13030280209785502,6277712598575018752,6277712598575019776,10.6864,10.6908,0.01600000075995922,0.015599999576807022,10.223335,11.00505,65.053,-28.93,64.668,-31.545,0.2380738583831885,49106.258271907034,0.7764930727930969
17324+2352,STF2182,AB,1833,2019,36,1,1,5.3,5.3,9.06,9.96,G0,9.0,-3.0,10.0,-3.0,T,173227.74+235204.3,9.486832980505138,10.44030650891055,0.10540925533894598,4569518686649652096,4569518686649652480,5.2315,5.2788,0.02759999968111515,0.013100000098347664,8.954848,9.902057,9.132,-2.918,10.752,-2.962,0.23832873540806077,49158.83043205915,0.7773243704650524
17372+4309,ES 2660,,1893,2021,22,152,155,9.3,9.3,10.16,10.16,G,3.0,-35.0,2.0,-35.0,,173713.60+430852.5,35.12833614050059,35.05709628591621,0.028467047115478598,1349181551323018752,1349181551323018368,4.0847,4.1054,0.013500000350177288,0.01119999960064888,9.965757,10.021061,1.793,-37.182,1.683,-37.163,0.23839535160036007,49172.571008056686,0.7775416434248287
17200-0626,STF2149,,1830,2017,37,23,23,7.5,7.3,10.06,10.3,G0,-4.0,-19.0,-1.0,-16.0,,171958.44-062544.5,19.4164878389476,16.0312195418814,0.2185071122187689,4360581000283303552,4360581000283303936,10.3891,10.4009,0.01899999938905239,0.019999999552965164,9.724175,9.889806,-9.114,-20.384,-9.659,-22.096,0.25174590996812185,51926.32134307362,0.8210853410020801
03428+3016,AG 72,,1903,2018,20,287,283,6.0,6.1,10.52,10.78,F8,29.0,-16.0,30.0,-17.0,V,034246.92+301625.2,33.12099032335839,34.48187929913333,0.04269840812627299,120164766806670976,120164977261311872,5.5215,5.5655,0.0203000009059906,0.01590000092983246,10.374667,10.565372,29.609,-16.607,29.806,-17.092,0.25361910794126175,52312.696160065774,0.8271948956587366
11255+1004,SKF2329,,1910,2016,17,189,194,7.6,7.3,11.0,11.2,K5,-78.0,19.0,-81.0,21.0,,112531.78+100428.1,80.2807573457052,83.67795408588812,0.04491177456059309,3915396198257181056,3915396198257180928,14.0037,13.9944,0.020800000056624413,0.022099999710917473,10.594795,10.803059,-79.361,17.338,-81.602,17.234,0.26638834055283667,54946.53945061638,0.8688425622068745
22407-4359,CPO 93,,1903,2016,13,224,212,6.3,5.1,10.9,11.68,K7,185.0,-125.0,190.0,-151.0,,224043.36-435855.8,223.27113561766106,242.69528219559604,0.11858409066851691,6520013178583437824,6520013075504222848,27.255,27.1345,0.0640999972820282,0.022600000724196434,10.139046,11.086201,186.524,-133.896,194.354,-132.326,0.2797456906310032,57701.69067646403,0.912408411380767
20431+0253,AG 262,,1903,2018,27,94,94,4.7,5.7,10.27,10.37,G5,54.0,8.0,51.0,12.0,V,204306.31+025303.8,54.589376255824725,52.392747589718944,0.09159291318091396,4232150409999693056,4232150410001183872,9.0874,9.1025,0.018799999728798866,0.019600000232458115,10.010564,10.138915,54.056,10.651,52.614,9.698,0.28170477146686324,58105.780105495105,0.918798078471551
07514+2858,UC 1618,,1998,2016,9,28,28,8.6,8.6,11.0,11.8,,-156.0,-17.0,-156.0,-17.0,V,075121.82+285817.8,156.92354826475216,156.92354826475216,0.0,875832655874953088,875832651578125696,12.3157,12.305,0.016699999570846558,0.015300000086426735,11.171191,12.411574,-155.386,-12.442,-154.355,-12.264,0.28173382229067556,58111.77226804008,0.9188928295861942
10127+0212,BAL1868,,1910,2016,9,331,331,6.4,5.9,10.29,12.0,F8,-4.0,-10.0,-2.0,-12.0,,101240.25+021214.4,10.770329614269007,12.165525060596439,0.26261286571944514,3835514719994435840,3835514750059875456,2.3996,2.4576,0.03579999879002571,0.023900000378489494,10.364413,12.023281,-3.528,-7.928,-3.749,-7.802,0.2868212772496008,59161.13517943362,0.9354858883981957
21052-1004,AOT 104,,1900,2018,14,176,174,7.4,7.6,9.39,10.5,G0,42.0,-34.0,,,,210514.14-100427.8,54.037024344425184,-1.0,-1.0,6896247365906180224,6896247297186703104,10.5233,10.5252,0.01720000058412552,0.017100000753998756,9.160879,10.213196,44.005,-36.121,45.704,-33.664,0.29252273040586374,60337.14431003709,0.9540815414898797
20462+0822,SKF1867,,2000,2016,9,357,357,6.0,6.1,9.6,12.5,K0,-9.0,-105.0,,,V,204613.99+082206.8,105.38500842150178,-1.0,-1.0,1749987585851186816,1749987585854235776,14.4081,14.379,0.015699999406933784,0.01640000008046627,9.340824,12.012344,-9.21,-102.302,-6.601,-102.403,0.29541916154205694,60934.576117152035,0.9635284363667473
03105-5245,WFC 14,,1920,2016,11,82,82,8.4,7.4,10.42,10.82,,75.0,44.0,88.0,48.0,T,031028.77-524509.0,86.95401083331349,100.23971268913334,0.1564214275843904,4735336722426900224,4735336722426493312,7.3242,7.3324,0.01269999984651804,0.011599999852478504,10.206664,10.589058,81.48,49.186,80.357,50.35,0.2997469175848835,61827.23987881035,0.9776436887124479
18581+3813,STF2427,BC,1828,2017,49,86,79,4.0,7.2,9.93,10.2,K0,43.0,34.0,40.0,31.0,NT,185808.22+381347.6,54.817880294662984,50.60632371551998,0.07739519777696227,2100103978272525440,2100103978272526208,12.8494,12.9782,0.06870000064373016,0.009700000286102295,9.730857,9.94485,40.405,29.029,38.869,30.543,0.3008445441536196,62053.641610342376,0.9812236677698942
16076-0239,STF2008,,1828,2018,33,60,57,9.0,9.1,9.28,10.07,F5,-41.0,16.0,-39.0,17.0,NV,160736.12-023900.7,44.01136216933077,42.5440947723653,0.050806606914293354,4405074765527644288,4405074765527644032,6.1005,6.1763,0.01769999973475933,0.06939999759197235,8.949048,9.725738,-38.529,14.474,-41.582,15.274,0.3024362624744015,62381.9570813784,0.9864151585884101
22326+4307,ES 539,,1907,2016,11,288,289,6.1,7.0,10.2,12.1,,-41.0,-50.0,,,N,223238.82+430835.9,64.66065264130884,-1.0,-1.0,1981718255641175168,1981716778171127296,7.9493,8.0005,0.01810000091791153,0.013799999840557575,9.772529,11.690599,-43.248,-49.262,-43.423,-49.823,0.3033006206522373,62560.2437534578,0.9892343179117379
19186+2038,WFC 219,,1896,2018,20,72,71,8.5,8.8,10.2,10.38,G0+F7,38.0,1.0,37.0,2.0,T,191835.72+203756.5,38.01315561749642,37.05401462729781,0.03720326659021623,4516687118610056448,4516687114283765120,7.9679,7.9793,0.013500000350177288,0.01759999990463257,9.959951,10.132433,37.96,0.691,35.881,0.413,0.310014027991528,63944.98341755443,1.0111305241109385
19457+0341,HJ 2895,AB,1830,2016,20,307,305,12.0,9.3,9.26,10.1,F8,-41.0,-50.0,-42.0,-60.0,,194540.02+034040.4,64.66065264130884,73.23933369440222,0.1554249023261554,4289881955953681920,4289881955953685632,6.6489,6.6678,0.015699999406933784,0.017100000753998756,9.078297,10.259924,-42.535,-52.12,-40.978,-52.853,0.31359805358835047,64684.24176286765,1.0228200521739754
13403-0918,J 1607,,1941,2016,14,210,214,7.0,6.3,9.89,11.9,K0,-114.0,-1.0,,,,134020.30-091751.0,114.00438588054409,-1.0,-1.0,3618102204160590208,3618102204160590080,17.3702,17.3251,0.020999999716877937,0.02889999933540821,9.58359,11.418852,-120.97,-5.114,-124.779,-5.34,0.31582270791167133,65143.109655834196,1.0300759041316379
21391+1328,UC 4519,,1998,2016,9,127,128,9.1,9.1,10.4,11.7,,33.0,-73.0,44.0,-77.0,V,213903.30+132745.5,80.11242100947892,88.68483523128404,0.14610343518809302,1770484101796716288,1770484097500671232,10.29,10.3397,0.013799999840557575,0.06989999860525131,10.224344,11.935617,34.825,-74.99,32.977,-74.242,0.3213064848166596,66274.2198366439,1.0479615922470147
00466+6131,ES 1867,AB,1903,2019,39,270,274,7.6,6.7,9.33,11.28,G0,147.0,-61.0,149.0,-58.0,V,004636.08+613119.8,159.15401345866212,159.89058759038946,0.02265447912440158,427571660842129792,427571660842129408,12.2545,12.2392,0.013100000098347664,0.01979999989271164,9.132743,11.018418,147.258,-60.536,148.799,-57.884,0.3215418822463505,66322.77404187016,1.048729355976933
20422+4041,MLB 23,,1892,2015,16,43,41,7.0,7.6,9.0,10.9,G0,83.0,11.0,,,,204210.11+404051.8,83.72574275573791,-1.0,-1.0,2066050213373111296,2066050213373372544,15.6593,15.6041,0.012600000016391277,0.01140000019222498,8.8119,11.536695,83.089,12.325,80.996,13.762,0.3241023706282746,66850.91268186568,1.0570805521352749
04128+1954,NI 11,,1997,2019,11,228,229,5.1,5.3,10.3,10.5,K3,247.0,-19.0,241.0,-28.0,V,041248.86+195352.3,247.72969139770066,242.62110378118388,0.04366313042802412,48866900943317632,48866802160337024,14.6925,14.6727,0.024299999698996544,0.026200000196695328,10.105678,10.933928,243.156,-20.082,238.504,-19.33,0.32614301416134595,67271.82562483403,1.0637362411648512
