wds_id,discov#,comp,first,last,obs,pa_first,pa_last,sep_first,sep_last,mag1,mag2,spectr,pm1_ra,pm1_dec,pm2_ra,pm2_dec,notes,coord_arcsec_2000,pm1,pm2,rPM,pri_source,sec_source,pri_plx,sec_plx,pri_e_plx,sec_e_plx,pri_gaia_gmag,sec_gaia_gmag,pri_gaia_pmra,pri_gaia_pmdec,sec_gaia_pmra,sec_gaia_pmdec,min_rad_sep_pc,min_rad_sep_au,min_rad_sep_ly
10283+4013,HJ 2531,,1831,2018,23,5,3,9.0,8.6,9.73,10.95,F8,12.0,-35.0,13.0,-33.0,,102820.85+401237.9,37.0,35.4682957019364,0.06043426966215648,756379062636729088,756379066932241280,6.3213,6.3447,0.018799999728798866,0.01769999973475933,9.534,10.64936,11.113,-36.588,6.976,-38.335,0.32657078900831493,67360.06052076147,1.0651314561105085
17244-0538,J 1615,,1910,2019,13,188,188,7.3,6.9,10.95,12.9,,-33.0,-24.0,-37.0,-13.0,,172421.36-053743.7,40.80441152620633,39.21734310225516,0.28684888405270514,4362139244479736832,4362139244483175808,4.6166,4.6701,0.046799998730421066,0.013899999670684338,10.517321,12.192023,-33.844,-25.431,-32.246,-25.097,0.3315874654949482,68394.82432428125,1.0814936664210792
08045-3232,TDS5503,,1914,2015,7,278,278,6.3,6.4,10.54,10.72,,-12.0,8.0,-13.0,9.0,T,080429.01-323219.5,14.422205101855956,15.811388300841896,0.09805806756909202,5595732230764578944,5595731852807458560,2.8802,2.9052,0.010599999688565731,0.011599999852478504,10.584591,10.833288,-12.853,8.127,-12.821,8.151,0.3347353360882721,69044.11924230414,1.091760647123475
19284+2019,STF2530,,1829,2018,34,158,155,5.4,5.6,9.44,10.7,G0,-71.0,-84.0,,,,192822.08+201908.2,109.98636279102969,-1.0,-1.0,2017717159733944320,2017717159733943296,9.606,9.6024,0.013700000010430813,0.014700000174343586,9.242676,10.270866,-70.636,-83.437,-71.308,-82.833,0.3469556914478744,71564.74847282316,1.131618115508468
03336+4545,ES 561,,1896,2015,13,41,39,8.5,8.1,9.09,10.35,G,27.0,23.0,25.0,23.0,,033333.18+454512.5,35.4682957019364,33.97057550292606,0.05638838744346009,241786871855365376,241786906215103488,16.4584,16.6176,0.043800000101327896,0.020099999383091927,8.846594,9.935793,28.171,21.446,28.857,26.478,0.3479432208710307,71768.4410379538,1.1348390057039213
22451+4449,HJ 1806,,1828,2016,20,338,334,6.0,7.1,9.27,10.34,F8,-25.0,-13.0,-27.0,-15.0,T,224505.88+444845.2,28.178005607210743,30.886890422961002,0.10037712264569912,1982317042799848704,1982317042799847936,8.2726,8.275,0.013799999840557575,0.01269999984651804,9.157693,10.063692,-24.865,-12.406,-25.91,-14.493,0.3520060949586252,72606.46897443784,1.148090328659212
06198-3553,TVB 127,AB,1914,2016,6,180,183,7.6,7.8,10.4,12.0,,6.0,24.0,6.0,24.0,TW,061950.55-355315.2,24.73863375370596,24.73863375370596,0.0,2885289008604011904,2885289004307641216,3.1261,3.1511,0.011500000022351742,0.009999999776482582,10.424308,11.989479,5.594,23.706,5.955,23.707,0.3551311192813955,73251.05151089151,1.1582827947931267
14364-5515,WFC 152,AB,1892,2016,8,185,185,8.4,8.2,10.77,10.89,K1III+K0,-52.0,-27.0,-51.0,-28.0,TW,143620.41-551529.4,58.59180830116101,58.180752831155424,0.024136711314729505,5894118727130409472,5894118727138578176,9.6031,9.599,0.01510000042617321,0.014399999752640724,10.401183,10.542078,-51.935,-26.992,-51.138,-27.531,0.36447813758736913,75179.01243076123,1.188768691124411
23481+5947,ES 2733,,1898,2016,13,83,84,9.6,9.1,9.89,11.1,K0,51.0,5.0,56.0,2.0,,234803.21+594714.9,51.24451190127583,56.0357029044876,0.11378685596769492,2011527974378120704,2011481038974019712,9.0909,9.0864,0.01209999993443489,0.013700000010430813,9.669795,11.165397,51.871,3.96,50.989,3.95,0.3668778855119115,75673.99597145882,1.1965956220294311
18413+2506,SLE 502,,1895,2018,15,88,94,6.2,6.2,10.2,11.5,,-13.0,30.0,-4.0,32.0,,184120.48+250540.3,32.69556544854363,32.2490309931942,0.281981495986134,4536147958994237952,4536147958994237440,6.6046,6.6155,0.01209999993443489,0.014999999664723873,9.968606,11.614211,-5.564,35.359,-6.325,33.81,0.37093406945894003,76510.64396739526,1.2098251246645875
22047-2312,WHC 26,,1885,2016,9,331,332,10.0,9.9,10.33,12.7,G2V,17.0,-2.0,16.0,-1.0,,220444.85-231137.8,17.11724276862369,16.0312195418814,0.08261923847720276,6818838723653447680,6818838719358649344,8.4957,8.5013,0.019999999552965164,0.013000000268220901,10.070111,12.092266,12.237,-2.074,11.518,-1.456,0.3790613338119897,78187.01257449597,1.2363327156859585
07009+5651,KR 29,AB,1891,2021,28,357,356,6.4,6.4,9.9,10.25,F5V,-15.0,-30.0,-15.0,-31.0,NVW,070057.25+565113.2,33.54101966249684,34.438350715445125,0.0298142396999972,1000429073015828224,1000429068720900224,5.5862,5.6094,0.018200000748038292,0.016899999231100082,9.79353,10.148352,-15.356,-29.532,-15.42,-30.691,0.37967486163211106,78313.56177144051,1.2383337758003508
07176-0221,BAL 167,,1892,2016,12,358,355,5.6,5.3,10.92,12.1,,-6.0,14.0,-6.0,13.0,N,071738.27-022046.2,15.231546211727817,14.317821063276353,0.06565321642986127,3108237771649815552,3108237771649814528,6.2401,6.2641,0.019700000062584877,0.019300000742077827,10.645691,11.061184,-3.895,13.69,-4.846,12.39,0.38371810470550827,79147.54052058469,1.2515210709508262
18014+8436,HU 65,AC,1898,2015,8,205,197,9.1,9.2,9.97,12.8,G5,-55.0,2.0,,,,180126.88+843558.4,55.036351623268054,-1.0,-1.0,2302877935591231360,2302877939888810752,7.2964,7.3013,0.012299999594688416,0.013100000098347664,9.887443,10.416895,-40.564,4.174,-41.266,2.899,0.384851724485884,79381.36638494178,1.2552184441635803
16255-5926,HJ 4844,,1836,2016,12,69,63,4.0,6.9,10.15,10.7,G2/3IV/V,-15.0,-69.0,-15.0,-69.0,T,162532.27-592554.7,70.61161377563892,70.61161377563892,0.0,5831699383315104256,5831699383315103744,9.0556,9.0526,0.014100000262260437,0.014600000344216824,9.837323,10.443269,-14.549,-69.333,-13.95,-68.042,0.3867176655938067,79766.24436603594,1.2613043300915086
20199+2402,POU4375,,1894,2015,11,33,31,7.5,7.6,10.82,11.3,F0,3.0,-4.0,,,,201956.63+240218.7,5.0,-1.0,-1.0,1831925430049970432,1831925430049970560,1.879,1.9198,0.012500000186264515,0.02969999983906746,10.720993,11.30577,3.406,-3.281,3.467,-4.562,0.391594799602899,80772.22546746249,1.2772114137119555
13364-3622,WFC 136,,1913,2016,11,239,240,9.4,8.9,10.97,11.09,,1.0,-47.0,1.0,-47.0,T,133625.34-362153.3,47.01063709417264,47.01063709417264,0.0,6164361608406379520,6164361608406379392,9.5413,9.534,0.014399999752640724,0.014999999664723873,10.642237,10.907393,-0.395,-47.322,-0.271,-47.14,0.40347090631681226,83221.84831777765,1.3159460931838298
00078-6205,TVB 20,,1998,2016,4,40,40,7.5,7.5,10.1,12.4,,-12.0,-14.0,-13.0,-15.0,,000749.95-620452.4,18.439088914585774,19.849433241279208,0.07669649888473705,4904558330809993344,4904558330809468288,5.6447,5.6572,0.014800000004470348,0.010700000450015068,10.100398,12.41726,-12.233,-13.908,-12.523,-14.858,0.4068047083453905,83909.49434726851,1.326819501120488
04319-5952,HJ 3665,AB,1835,2016,14,54,58,3.0,6.0,9.83,10.04,G0V,-25.0,-26.0,-27.0,-28.0,VW,043155.95-595229.5,36.069377593742864,38.897300677553446,0.07841629973778233,4677970179988001280,4677970179987090304,9.6647,9.6518,0.013299999758601189,0.012000000104308128,9.693971,9.867051,-25.045,-25.669,-26.967,-27.325,0.4094583387123123,84456.84490075306,1.3354744858032315
15280+1442,STF1945,BC,1830,2017,45,280,281,8.8,9.2,10.62,10.62,,-12.0,129.0,-12.0,131.0,NT,152759.19+144222.6,129.5569372901351,131.54847015454038,0.015437228154916308,1195009916365390464,1195009920660984576,10.1732,10.1647,0.017100000753998756,0.016899999231100082,10.381919,10.389672,-11.479,128.974,-12.007,129.321,0.41098886996684314,84772.53963342398,1.340466411102832
19288+4617,HJ 1404,AB,1828,2018,16,130,130,4.0,5.9,9.66,10.8,,72.0,-15.0,,,,192847.08+461739.7,73.54590403278758,-1.0,-1.0,2128304183783972992,2128304179486008704,11.6851,11.6529,0.011300000362098217,0.012500000186264515,9.693278,10.757179,77.445,-22.274,76.617,-24.361,0.41130871806275593,84838.51303895593,1.341509616066657
04275-5554,COO 22,,1892,2015,13,143,140,6.0,6.5,10.02,10.33,F5/7V:,18.0,30.0,19.0,21.0,,042730.49-555418.3,34.9857113690718,28.319604517012593,0.2588309565185115,4775876467760354944,4775876472056560128,4.3163,4.3538,0.012199999764561653,0.03310000151395798,9.914752,10.254964,16.891,29.21,16.737,25.644,0.4170644178626901,86025.71134300581,1.3602821980463722
06554-1217,GAL 274,,1902,2019,16,349,351,4.7,5.0,9.83,10.35,A2,-2.0,-10.0,-1.0,-10.0,NV,065524.01-121651.5,10.198039027185569,10.04987562112089,0.09805806756909202,2949847864624269184,2949847860328805376,2.6106,2.6427,0.016300000250339508,0.018699999898672104,9.826326,10.129312,-2.316,-10.552,-2.274,-10.155,0.42071756955692763,86779.22796940897,1.3721971852847952
18102-7859,HJ 4988,,1835,2016,18,123,117,9.2,8.9,9.56,9.88,G2V+G2V,-11.0,-42.0,-6.0,-51.0,NV,181013.77-785912.0,43.41658669218482,51.35172830587107,0.23713587191874436,6364795156447668736,6364795156447667712,10.506,10.4831,0.01209999993443489,0.01140000019222498,9.337265,9.649465,-10.555,-46.004,-9.326,-45.757,0.4212728729351056,86893.7675131172,1.3740083426683993
09551+6854,STF1387,CD,1832,2020,42,270,273,8.9,8.9,10.73,10.67,G,-62.0,-59.0,-63.0,-59.0,W,095502.78+685622.5,85.58621384311844,86.31338250816034,0.01168412475673972,1070467379590606720,1070467379590606976,9.603,9.5887,0.01360000018030405,0.012400000356137753,10.378214,10.464224,-64.565,-60.753,-64.112,-59.476,0.43760850799728246,90263.23411414039,1.4272880582642216
03345+0146,BAL1259,,1908,2016,14,195,194,6.6,6.7,9.94,11.2,,4.0,-17.0,5.0,-19.0,,033430.30+014553.3,17.46424919657298,19.6468827043885,0.128036879932896,3265023869153294592,3265023662994864896,5.0242,5.0443,0.013299999758601189,0.017999999225139618,9.762005,11.585754,5.149,-16.385,5.49,-15.933,0.4423382726975831,91238.81811364225,1.442714487485247
22006+5411,STF2852,,1832,2018,29,172,172,7.7,7.9,9.97,10.24,F9+G2,32.0,43.0,33.0,44.0,T,220035.48+541022.8,53.600373133029585,55.0,0.026384397714232132,2005597243027568768,2005597243027570176,7.7491,7.7454,0.011800000444054604,0.011099999770522118,9.775388,10.067296,33.177,43.177,32.274,43.387,0.44314774017186664,91405.78276538868,1.4453546172781657
10412+1114,KPP 792,,1908,2016,12,23,27,6.4,6.8,10.4,12.3,,9.0,-38.0,9.0,-37.0,V,104114.65+111338.0,39.05124837953327,38.07886552931954,0.025607375986579195,3870731596395857408,3870731596394982144,7.6009,7.6559,0.015200000256299973,0.014000000432133675,10.140721,11.838459,7.909,-36.551,9.557,-35.736,0.44328772585066645,91434.65688430368,1.4458111894974612
06378-7312,B 2605,,1893,2016,11,226,222,5.9,6.6,10.0,11.2,,26.0,87.0,,,,063750.00-731210.4,90.80198235721508,-1.0,-1.0,5265305484543891200,5265305381464675328,6.2757,6.282,0.013700000010430813,0.010400000028312206,10.272866,11.493505,12.522,71.619,12.753,70.17,0.45126581507929586,93080.25591326898,1.4718322363365688
05346-3857,WG 38,,1904,2015,8,104,107,5.4,5.3,10.0,11.1,G0,-29.0,37.0,,,,053437.99-385710.6,47.01063709417264,-1.0,-1.0,4808887350176568704,4808887350176128768,5.0668,5.0883,0.01940000057220459,0.013799999840557575,10.240813,11.303719,-1.1,26.024,-2.21,28.337,0.4533140571447518,93502.7361660474,1.4785127084641305
01493+6135,ES 1951,,1908,2016,16,153,159,6.0,6.4,10.8,11.04,,-6.0,-32.0,-8.0,-31.0,V,014920.89+613505.1,32.55764119219941,32.01562118716424,0.06868028197434452,511320774336940544,511320018419502208,6.6863,6.6923,0.01360000018030405,0.01269999984651804,10.664372,10.86824,-6.676,-32.177,-7.037,-32.93,0.4536044033248743,93562.62436463495,1.4794596910480569
20386+0950,OL 218,,1899,2016,14,273,274,5.2,5.5,10.7,11.2,,11.0,37.0,7.0,40.0,R,203835.44+094921.3,38.600518131237564,40.607881008493905,0.12953194003770996,1751160627319233664,1751160627322518144,7.5948,7.596,0.013899999670684338,0.013700000010430813,10.678218,11.086262,11.899,34.711,12.398,34.983,0.4576068292293769,94388.18396834553,1.4925138583989792
13561-0437,STF1790,,1830,2016,38,61,62,5.3,5.8,9.0,9.02,F8,-19.0,31.0,-13.0,29.0,,135606.18-043700.5,36.359317925395686,31.78049716414141,0.17394592861488425,3644886925888352000,3644886925888351872,8.9353,8.9527,0.02319999970495701,0.030899999663233757,8.916339,8.965208,-10.73,26.627,-11.373,26.829,0.45917504297585765,94711.65127291743,1.4976286875493567
15370-0041,HJ 1276,,1828,2018,24,260,258,5.0,5.4,9.77,10.26,F8,-24.0,-14.0,-24.0,-15.0,N,153701.37-004055.9,27.784887978899608,28.30194339616981,0.035990787537434725,4416431724206684672,4416431724206684928,7.4503,7.4556,0.015300000086426735,0.015599999576807022,9.56264,10.444781,-26.13,-15.443,-24.234,-13.701,0.4608953291837281,95066.48577427337,1.503239510731308
22206+4551,ES 1278,,1913,2016,10,74,78,8.1,8.4,9.12,11.3,F5,12.0,9.0,,,,222037.64+455113.8,15.0,-1.0,-1.0,1962359875966106240,1962359875966106880,7.2793,7.2774,0.012500000186264515,0.010200000368058681,9.009068,12.053603,17.756,9.233,18.511,8.154,0.4642300572671161,95754.32281628015,1.514115939054789
00474+7239,STF 57,,1831,2016,15,195,198,6.0,6.3,10.54,10.9,G0,113.0,-13.0,,,,004731.33+723732.3,113.7453295744489,-1.0,-1.0,536732996309658752,536732996309660416,9.7002,9.6841,0.013299999758601189,0.014299999922513962,10.3395,11.114463,113.364,-13.875,113.437,-12.767,0.46525194524049596,95965.10234111559,1.5174488918530877
23441-2712,COO 259,,1912,2016,27,159,161,6.3,6.4,9.78,9.84,G0,22.0,25.0,24.0,24.0,V,234407.18-271140.5,33.301651610693426,33.94112549695428,0.06714585821868878,2331411778456143232,2331411774161459328,8.6984,8.7073,0.02319999970495701,0.021400000900030136,9.573018,9.655041,21.37,23.901,20.274,24.412,0.4712563701622514,97203.60388422672,1.5370327066806069
04251+8603,WFC 23,,1899,2016,16,0,4,8.2,8.1,9.87,10.8,G0V,-57.0,23.0,-56.0,25.0,NV,042502.87+860318.4,61.465437442517235,61.326992425847855,0.03637927379254351,574807709587862400,574807709588273792,8.1449,8.1413,0.013799999840557575,0.014000000432133675,9.699965,10.579644,-55.596,21.789,-55.929,21.784,0.47354624445203797,97675.92436093974,1.5445012777184417
02535-1151,GAL 79,,1901,2018,14,0,354,5.5,5.7,10.59,10.81,,3.0,22.0,3.0,19.0,V,025330.60-115111.7,22.20360331117452,19.235384061671343,0.13511320473331348,5160345520438962304,5160345516144013952,4.543,4.5912,0.021900000050663948,0.01640000008046627,10.440867,10.658942,1.814,21.86,3.022,19.071,0.474058358330268,97781.55543080931,1.5461715697934615
20457+3647,AG 265,,1896,2018,24,209,207,6.1,6.8,9.98,10.04,,74.0,-96.0,71.0,-97.0,T,204543.08+364636.1,121.21056059601408,120.20815280171308,0.026089126596056424,1870984579882541824,1870984584190799360,13.9673,13.9104,0.013399999588727951,0.021800000220537186,9.750532,9.782885,73.494,-95.829,70.192,-96.283,0.47432087938345546,97835.7042849808,1.5470277989512815
22267+7543,DAM 665,,1895,2016,10,59,61,7.8,7.6,11.0,12.0,,13.0,-5.0,12.0,-3.0,V,222639.59+754239.2,13.92838827718412,12.36931687685298,0.1605403247669839,2279783282262586112,2279783277967072640,4.2483,4.2658,0.013799999840557575,0.012299999594688416,11.087403,12.165819,15.605,-3.241,15.465,-3.189,0.4743821623419251,97848.3448025358,1.5472276772287838
07190+2243,HJ 416,,1827,2016,19,95,78,4.0,9.5,10.0,10.4,G,-24.0,-19.0,-17.0,-18.0,,071859.67+224240.8,30.610455730027933,24.758836806279895,0.23100171634912875,869253899848998016,869253899848997504,6.2852,6.2932,0.013399999588727951,0.013399999588727951,10.77848,10.891267,-22.242,-18.897,-21.578,-18.961,0.47530019113057165,98037.70183275524,1.5502218866722302
05164-1531,GAL 172,,1903,2018,13,184,188,8.4,8.9,9.7,10.7,G6V,8.0,-28.0,5.0,-32.0,N,051624.51-153036.4,29.120439557122072,32.38826948140329,0.1717007049358613,2983316311375470976,2983316311375257472,8.8626,8.8593,0.01810000091791153,0.01600000075995922,10.045975,10.809999,5.621,-25.478,4.457,-27.409,0.4762226682845636,98227.97640419076,1.553230604742955
18093+4555,WFC 205,,1893,2016,13,54,50,6.8,6.5,10.62,11.58,,24.0,11.0,20.0,12.0,T,180918.85+455527.5,26.40075756488817,23.323807579381203,0.15617376188860607,2116190172684911744,2116190176981234048,8.2334,8.2267,0.012600000016391277,0.013100000098347664,10.391273,11.025661,24.419,11.661,22.304,12.22,0.478374622226724,98671.84876712314,1.560249339770838
00543+6903,AG 9,,1891,2016,34,71,71,6.6,6.5,9.84,10.23,G0,-91.0,-37.0,-67.0,-33.0,V,005417.85+690250.2,98.2344135219425,74.68600939935136,0.2476835688112301,526900407423975808,526900407423975680,7.7007,7.6956,0.012600000016391277,0.010900000110268593,9.600533,10.022774,-93.731,-36.912,-93.223,-35.985,0.48250175136215034,99523.1302585986,1.5737102346626368
00108+2337,POU 6,,1898,2016,5,343,305,5.6,6.6,9.8,12.6,G5,25.0,15.0,,,,001032.43+233859.1,29.154759474226502,-1.0,-1.0,,,,,,,,,,,,,,,
00242-7205,HJ 3363,,1916,2015,3,251,253,6.2,7.4,11.0,11.7,G4,,,,,,002404.23-720538.6,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
00251+1824,HJ 621,AB,1827,2020,27,235,10,4.0,5.9,10.2,11.4,,0.0,0.0,-11.0,-1.0,,002503.96+182349.5,0.0,11.045361017187261,-1.0,,,,,,,,,,,,,,,
00289+4125,STF 31,,1830,2020,23,58,56,5.8,5.9,9.9,10.5,G0,-45.0,43.0,,,,002854.39+412519.4,62.24146527838174,-1.0,-1.0,,,,,,,,,,,,,,,
00352+4220,CBL 582,,1998,2016,8,123,123,5.4,5.5,10.12,12.96,,152.0,14.0,152.0,14.0,V K,003510.51+421944.9,152.64337522473747,152.64337522473747,0.0,,,,,,,,,,,,,,,
00523+3930,HZG 1,,1897,2016,13,30,28,8.8,8.3,10.28,12.5,G8,317.0,-154.0,317.0,-156.0,,005225.17+393000.4,352.4272974671514,353.30581653859025,0.005674929309885292,,,,,,,,,,,,,,,
00580+1637,J 925,,1913,2018,15,288,285,3.4,5.3,9.7,11.0,,19.0,-5.0,,,,005757.87+163701.3,19.6468827043885,-1.0,-1.0,,,,,,,,,,,,,,,
00595+3202,SEI 11,,1894,1894,1,359,359,8.5,8.5,10.0,10.5,,,,,,NX,005927.49+320214.1,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
01046+5533,DAM1276,"AB,C",1998,2015,6,36,36,5.2,5.4,10.46,12.0,,-56.0,-53.0,,,V,010432.98+553328.7,77.10382610480494,-1.0,-1.0,,,,,,,,,,,,,,,
01152+1949,J 224,,1910,2015,14,262,263,4.3,6.0,9.9,11.7,,-4.0,-9.0,,,,011514.29+194926.8,9.848857801796104,-1.0,-1.0,,,,,,,,,,,,,,,
01179+6940,MLR 292,,1971,2014,11,77,3,4.3,6.7,9.62,12.5,K0,74.0,-129.0,,,,011755.20+693944.9,148.71785366928881,-1.0,-1.0,,,,,,,,,,,,,,,
01185+4018,MLB 736,,1932,2015,9,67,65,6.8,8.1,10.5,11.5,,-6.0,6.0,,,,011831.27+401746.1,8.48528137423857,-1.0,-1.0,,,,,,,,,,,,,,,
01320+1150,OCC 391,"AB,C",2000,2017,7,120,122,8.1,7.8,9.6,11.0,A2,27.0,0.0,,,,013202.18+115021.4,27.0,-1.0,-1.0,,,,,,,,,,,,,,,
01368+6431,MLB 187,,1921,2016,12,254,256,5.6,5.6,9.02,9.5,A2,3.0,-4.0,,,,013641.80+643027.3,5.0,-1.0,-1.0,,,,,,,,,,,,,,,
01409+4952,HU 531,"AB,C",1902,2015,30,281,280,6.0,6.1,9.84,10.02,K1V,54.0,-17.0,48.0,-28.0,N,014052.28+495229.9,56.61271941887264,55.569775957799216,0.221327719543616,,,,,,,,,,,,,,,
01409+4952,HU 531,BC,1991,2021,10,278,282,6.1,6.6,9.84,10.02,,54.0,-17.0,48.0,-28.0,N,014052.23+495230.3,56.61271941887264,55.569775957799216,0.221327719543616,,,,,,,,,,,,,,,
01431+3917,MLB 8,,1917,2016,18,99,99,6.4,6.5,9.48,10.0,F8,-9.0,-29.0,-9.0,-21.0,,014304.08+391651.2,30.364452901377952,22.847319317591726,0.2634659687755137,,,,,,,,,,,,,,,
01464-0224,STF 160,AB,1827,2016,26,269,270,5.5,9.9,10.78,11.5,,0.0,0.0,-15.0,-88.0,,014624.96-022351.6,0.0,89.26925562588724,-1.0,,,,,,,,,,,,,,,
01483+4600,ES 1305,,1894,2016,15,276,275,7.0,6.8,10.9,11.0,K0V,,,-39.0,-84.0,,014821.84+455951.3,-1.0,92.61209424259879,-1.0,,,,,,,,,,,,,,,
02039+3349,ES 2366,,1930,1930,1,85,85,7.4,7.4,10.2,10.5,,,,,,X,020306.67+334900.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
02040-3134,BRT1585,,1913,1998,2,348,173,3.1,5.4,9.9,10.9,G8V:,-2.0,-23.0,,,,020401.45-313351.6,23.08679276123039,-1.0,-1.0,,,,,,,,,,,,,,,
02054-0947,J 1450,AB,1900,2016,20,7,2,6.2,6.1,10.18,10.48,K2,147.0,-37.0,147.0,-38.0,,020524.77-094731.1,151.58495967608397,151.83214415926557,0.006596960556884148,,,,,,,,,,,,,,,
02058+3800,ES 2010,,1923,2017,9,173,137,7.1,9.2,9.2,12.1,A0,16.0,-21.0,,,,020546.56+380022.6,26.40075756488817,-1.0,-1.0,,,,,,,,,,,,,,,
02210-1650,GWP 301,,1951,2016,9,234,233,4.3,5.9,10.8,12.8,,94.0,12.0,,,NV K,022100.42-164947.0,94.76286192385707,-1.0,-1.0,,,,,,,,,,,,,,,
02252+3707,ES 2551,,1932,2016,9,23,16,4.8,5.5,11.0,11.7,,-9.0,-11.0,,,,022511.78+370756.4,14.212670403551895,-1.0,-1.0,,,,,,,,,,,,,,,
02257+6206,WYN 1,AB,1972,2015,5,118,118,6.0,8.1,9.8,8.85,B8,-3.0,-9.0,,,K,022543.34+620615.5,9.486832980505138,-1.0,-1.0,,,,,,,,,,,,,,,
02365+5617,MLB 50,,1911,2020,11,26,351,6.4,6.4,10.36,12.2,,44.0,-12.0,,,,023627.02+561713.0,45.60701700396552,-1.0,-1.0,,,,,,,,,,,,,,,
02523+3754,ES 2554,,1932,2015,7,160,158,6.7,8.3,9.44,11.1,,2.0,2.0,,,,025218.00+375324.2,2.8284271247461903,-1.0,-1.0,,,,,,,,,,,,,,,
02550+3232,DAM1007,,1924,2015,14,113,113,8.8,8.8,10.5,12.2,,-44.0,37.0,,,,025459.36+323211.0,57.48912940721924,-1.0,-1.0,,,,,,,,,,,,,,,
02558-3521,B 1440,,1912,2015,9,311,22,5.1,7.4,9.64,11.6,F8,-59.0,-54.0,,,,025548.66-352050.3,79.98124780221924,-1.0,-1.0,,,,,,,,,,,,,,,
03021-3859,TDS2420,,1999,2016,5,2,2,5.0,5.0,10.98,11.21,G5,-74.0,-135.0,-74.0,-135.0,V,030203.46-385925.1,153.95129099815955,153.95129099815955,0.0,,,,,,,,,,,,,,,
03025+4137,ES 1512,,1916,2018,18,117,128,3.8,5.8,9.5,9.7,,-21.0,13.0,,,,030233.39+413531.5,24.698178070456937,-1.0,-1.0,,,,,,,,,,,,,,,
03134+6321,STI 436,,1900,2020,3,303,302,5.6,6.2,9.6,11.5,F8,5.0,-42.0,,,X,031326.21+632107.2,42.2965719651132,-1.0,-1.0,,,,,,,,,,,,,,,
03187+0404,BAL2114,,1910,2016,9,242,238,6.1,6.7,9.6,10.0,,26.0,-1.0,23.0,-5.0,,031844.77+040334.6,26.019223662515376,23.53720459187964,0.19216561050602196,,,,,,,,,,,,,,,
03222+0450,BAL2605,,1911,2016,9,104,104,4.4,5.1,10.0,11.1,,2.0,-13.0,,,,032209.46+044915.3,13.152946437965905,-1.0,-1.0,,,,,,,,,,,,,,,
03313-0542,HLD 65,,1882,2017,28,2,28,4.0,5.8,10.4,10.8,,-7.0,-29.0,,,,033121.77-054114.0,29.832867780352597,-1.0,-1.0,,,,,,,,,,,,,,,
03420+0316,BAL1637,,1909,2015,12,153,154,6.2,6.0,10.8,11.1,,-28.0,-1.0,,,,034159.63+031632.9,28.0178514522438,-1.0,-1.0,,,,,,,,,,,,,,,
03514+1417,HJ 3248,,1903,2017,18,26,28,6.7,6.7,10.47,11.8,G0,11.0,-67.0,,,,035125.88+141706.4,67.89698078707183,-1.0,-1.0,,,,,,,,,,,,,,,
03529+3532,ES 2459,,1931,2015,10,214,216,4.7,5.0,10.92,11.7,G0,22.0,34.0,,,N,035254.90+353221.1,40.496913462633174,-1.0,-1.0,,,,,,,,,,,,,,,
03533+4841,ES 1222,,1913,2015,8,88,88,5.8,5.4,10.4,11.1,,-29.0,-13.0,,,,035318.71+484055.8,31.78049716414141,-1.0,-1.0,,,,,,,,,,,,,,,
04008-5623,UC 1102,,1998,2016,5,102,102,7.6,7.5,9.7,11.5,F7V,-13.0,-56.0,-5.0,-66.0,V,040049.50-562245.6,57.48912940721924,66.18912297349165,0.2227594783033459,,,,,,,,,,,,,,,
04058+6210,ES 122,,1902,2017,23,249,251,5.0,5.8,9.07,11.4,F5,48.0,18.0,,,,040549.59+621024.8,51.264022471905186,-1.0,-1.0,,,,,,,,,,,,,,,
04069+4251,ES 565,,1908,2021,12,62,26,4.8,6.5,10.7,12.0,,15.0,-35.0,,,,040659.05+425049.0,38.07886552931954,-1.0,-1.0,,,,,,,,,,,,,,,
04143+4102,ES 1616,,1917,2017,12,233,233,6.3,6.4,9.12,10.4,F8,-40.0,-15.0,,,,041416.63+410225.9,42.720018726587654,-1.0,-1.0,,,,,,,,,,,,,,,
04153-0739,STF 518,BC,1851,2019,184,160,330,3.0,8.2,9.53,11.17,DA2.9+M5V,-223.0,-338.0,-225.0,-341.0,NO P,041521.79-073929.1,404.9357973802761,408.54130758100825,0.008904007249519627,,,,,,,,,,,,,,,
04165+0041,J 1458,,1894,2015,12,71,74,6.5,6.2,10.3,11.6,,-45.0,-4.0,,,N,041632.60+004022.9,45.17742799230607,-1.0,-1.0,,,,,,,,,,,,,,,
04208+3009,KOH 8,"AB,C",1995,2014,9,59,59,6.6,6.7,10.5,12.1,K8,2.0,-7.0,,,NV K,042049.81+300915.4,7.280109889280518,-1.0,-1.0,,,,,,,,,,,,,,,
04225+5043,BAZ 4,,1902,2015,14,356,357,9.5,9.2,10.3,11.3,G5+G5,34.0,1.0,35.0,5.0,,042321.39+504709.8,34.0147027033899,35.35533905932738,0.12121539504758783,,,,,,,,,,,,,,,
04254+0118,HJ 677,,1827,2019,18,105,110,1.8,5.0,10.3,10.8,,-91.0,22.0,,,,042522.79+011759.1,93.62157870918435,-1.0,-1.0,,,,,,,,,,,,,,,
